FeatureModel,VotingScheme,Kernel,note,runs,folds,runtime,memoryBytes,memoryGB,NumSamples,AUC,Sensitivity,Specificity,FPR,FDR,Accuracy,PPV,Precision,Recall,FScore,AP,AN,TP,TN,FP,FN
multiple,ADDITIVE_PREDICTIONS,STATISTICAL_CAU_030,all features,2,5,7074,0,0.000,2296,0.944,0.957,0.719,0.281,0.180,0.855,-,0.820,-,-,982,166,-,-,-,-
multiple,MAJORITY_VOTE,STATISTICAL_CAU_030,all features,2,5,7074,0,0.000,2296,0.796,0.965,0.627,0.373,0.224,0.821,-,0.776,-,-,942,206,-,-,-,-

multiple,NONE,STATISTICAL_CAU_060,all features,2,5,4985,556023808,0.556,2296,0.952,0.960,0.703,0.297,0.188,0.850,0.812,0.812,0.960,0.880,1314,982,1262,690,292,52
multiple,ADDITIVE_PREDICTIONS,STATISTICAL_CAU_060,all features,2,5,4985,556023808,0.556,2296,0.953,0.948,0.764,0.236,0.157,0.869,-,0.843,-,-,998,150,-,-,-,-
multiple,MAJORITY_VOTE,STATISTICAL_CAU_060,all features,2,5,4985,556023808,0.556,2296,0.832,0.960,0.703,0.297,0.188,0.850,-,0.812,-,-,976,172,-,-,-,-

multiple,NONE,STATISTICAL_ANOVA_16_2,all features,2,5,22966,420929536,0.421,2296,0.507,0.596,0.371,0.629,0.441,0.500,0.559,0.559,0.596,0.577,1314,982,783,364,618,531
multiple,ADDITIVE_PREDICTIONS,STATISTICAL_ANOVA_16_2,all features,2,5,22966,420929536,0.421,2296,0.501,0.562,0.434,0.566,0.430,0.507,-,0.570,-,-,582,566,-,-,-,-
multiple,MAJORITY_VOTE,STATISTICAL_ANOVA_16_2,all features,2,5,22966,420929536,0.421,2296,0.777,0.324,0.122,0.878,0.669,0.238,-,0.331,-,-,273,875,-,-,-,-

multiple,NONE,STATISTICAL_ANOVA_16_4,all features,2,5,43075,72491008,0.072,2296,0.516,0.836,0.171,0.829,0.426,0.551,0.574,0.574,0.836,0.681,1314,982,1098,168,814,216
multiple,ADDITIVE_PREDICTIONS,STATISTICAL_ANOVA_16_4,all features,2,5,43075,72491008,0.072,2296,0.515,0.782,0.238,0.762,0.421,0.550,-,0.579,-,-,631,517,-,-,-,-
multiple,MAJORITY_VOTE,STATISTICAL_ANOVA_16_4,all features,2,5,43075,72491008,0.072,2296,0.611,0.723,0.055,0.945,0.494,0.437,-,0.506,-,-,502,646,-,-,-,-

multiple,NONE,STATISTICAL_ANOVA_16_8,all features,2,5,81779,432230400,0.432,2296,0.521,0.818,0.232,0.768,0.412,0.568,0.588,0.588,0.818,0.684,1314,982,1075,228,754,239
multiple,ADDITIVE_PREDICTIONS,STATISTICAL_ANOVA_16_8,all features,2,5,81779,432230400,0.432,2296,0.536,0.604,0.438,0.562,0.410,0.533,-,0.590,-,-,612,536,-,-,-,-
multiple,MAJORITY_VOTE,STATISTICAL_ANOVA_16_8,all features,2,5,81779,432230400,0.432,2296,0.636,0.661,0.067,0.933,0.513,0.407,-,0.487,-,-,467,681,-,-,-,-

multiple,NONE,STATISTICAL_ANOVA_16_12,all features,2,5,117876,101732352,0.102,2296,0.501,0.821,0.218,0.782,0.416,0.563,0.584,0.584,0.821,0.683,1314,982,1079,214,768,235
multiple,ADDITIVE_PREDICTIONS,STATISTICAL_ANOVA_16_12,all features,2,5,117876,101732352,0.102,2296,0.524,0.419,0.597,0.403,0.419,0.495,-,0.581,-,-,568,580,-,-,-,-
multiple,MAJORITY_VOTE,STATISTICAL_ANOVA_16_12,all features,2,5,117876,101732352,0.102,2296,0.615,0.686,0.084,0.916,0.499,0.429,-,0.501,-,-,492,656,-,-,-,-

multiple,NONE,STATISTICAL_ANOVA_16_14,all features,2,5,66955,0,0.000,2296,0.507,0.936,0.084,0.916,0.423,0.571,0.577,0.577,0.936,0.714,1314,982,1230,82,900,84
multiple,ADDITIVE_PREDICTIONS,STATISTICAL_ANOVA_16_14,all features,2,5,66955,0,0.000,2296,0.510,0.017,0.961,0.039,0.633,0.421,-,0.367,-,-,483,665,-,-,-,-
multiple,MAJORITY_VOTE,STATISTICAL_ANOVA_16_14,all features,2,5,66955,0,0.000,2296,0.530,0.896,0.043,0.957,0.444,0.531,-,0.556,-,-,610,538,-,-,-,-

multiple,NONE,STATISTICAL_TRI_005,all features,2,5,5242,472117248,0.472,2296,0.956,0.924,0.886,0.114,0.084,0.908,0.916,0.916,0.924,0.920,1314,982,1214,870,112,100
multiple,ADDITIVE_PREDICTIONS,STATISTICAL_TRI_005,all features,2,5,5242,472117248,0.472,2296,0.944,0.918,0.900,0.100,0.075,0.910,-,0.925,-,-,1045,103,-,-,-,-
multiple,MAJORITY_VOTE,STATISTICAL_TRI_005,all features,2,5,5242,472117248,0.472,2296,0.905,0.924,0.886,0.114,0.084,0.908,-,0.916,-,-,1042,106,-,-,-,-

multiple,NONE,STATISTICAL_TRI_010,all features,2,5,5515,54796288,0.055,2296,0.954,0.942,0.821,0.179,0.124,0.890,0.876,0.876,0.942,0.908,1314,982,1238,806,176,76
multiple,ADDITIVE_PREDICTIONS,STATISTICAL_TRI_010,all features,2,5,5515,54796288,0.055,2296,0.948,0.933,0.845,0.155,0.110,0.895,-,0.890,-,-,1028,120,-,-,-,-
multiple,MAJORITY_VOTE,STATISTICAL_TRI_010,all features,2,5,5515,54796288,0.055,2296,0.873,0.938,0.809,0.191,0.132,0.882,-,0.868,-,-,1013,135,-,-,-,-

multiple,NONE,STATISTICAL_TRI_030,all features,2,5,5460,476131328,0.476,2296,0.904,0.962,0.688,0.312,0.195,0.845,0.805,0.805,0.962,0.877,1314,982,1264,676,306,50
multiple,ADDITIVE_PREDICTIONS,STATISTICAL_TRI_030,all features,2,5,5460,476131328,0.476,2296,0.905,0.956,0.725,0.275,0.177,0.857,-,0.823,-,-,984,164,-,-,-,-
multiple,MAJORITY_VOTE,STATISTICAL_TRI_030,all features,2,5,5460,476131328,0.476,2296,0.825,0.962,0.688,0.312,0.195,0.845,-,0.805,-,-,970,178,-,-,-,-

multiple,NONE,STATISTICAL_TRI_060,all features,2,5,5484,511221760,0.511,2296,0.859,0.965,0.614,0.386,0.230,0.815,0.770,0.770,0.965,0.856,1314,982,1268,603,379,46
multiple,ADDITIVE_PREDICTIONS,STATISTICAL_TRI_060,all features,2,5,5484,511221760,0.511,2296,0.861,0.963,0.648,0.352,0.215,0.828,-,0.785,-,-,951,197,-,-,-,-
multiple,MAJORITY_VOTE,STATISTICAL_TRI_060,all features,2,5,5484,511221760,0.511,2296,0.782,0.963,0.601,0.399,0.236,0.808,-,0.764,-,-,928,220,-,-,-,-

multiple,NONE,STATISTICAL_TRI_070,all features,2,5,6837,0,0.000,2296,0.835,0.968,0.599,0.401,0.236,0.810,0.764,0.764,0.968,0.854,1314,982,1272,588,394,42
multiple,ADDITIVE_PREDICTIONS,STATISTICAL_TRI_070,all features,2,5,6837,0,0.000,2296,0.831,0.967,0.621,0.379,0.227,0.819,-,0.773,-,-,940,208,-,-,-,-
multiple,MAJORITY_VOTE,STATISTICAL_TRI_070,all features,2,5,6837,0,0.000,2296,0.783,0.968,0.599,0.401,0.236,0.810,-,0.764,-,-,930,218,-,-,-,-

multiple,NONE,STATISTICAL_TRI_080,all features,2,5,6295,89686016,0.090,2296,0.825,0.969,0.593,0.407,0.239,0.808,0.761,0.761,0.969,0.852,1314,982,1273,582,400,41
multiple,ADDITIVE_PREDICTIONS,STATISTICAL_TRI_080,all features,2,5,6295,89686016,0.090,2296,0.826,0.965,0.613,0.387,0.231,0.814,-,0.769,-,-,935,213,-,-,-,-
multiple,MAJORITY_VOTE,STATISTICAL_TRI_080,all features,2,5,6295,89686016,0.090,2296,0.774,0.968,0.580,0.420,0.245,0.802,-,0.755,-,-,921,227,-,-,-,-

